# WX font language scan cache v2 (tab-separated). Regenerated by bridge “Rescan fonts”.
.New York Soft Numeric Condensed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Condensed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Condensed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Condensed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Condensed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Condensed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Condensed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Extra Compressed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Extra Compressed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Extra Compressed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Extra Compressed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Extra Compressed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Extra Compressed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Extra Compressed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semi Condensed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semi Condensed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semi Condensed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semi Condensed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semi Condensed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semi Condensed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semi Condensed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Ultra Compressed Black	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Ultra Compressed Bold	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Ultra Compressed Heavy	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Ultra Compressed Light	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Ultra Compressed Medium	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Ultra Compressed Regular	/System/Library/Fonts/ADTNumeric.ttc	
.New York Soft Numeric Ultra Compressed Semibold	/System/Library/Fonts/ADTNumeric.ttc	
.Noto Nastaliq Urdu UI	/System/Library/Fonts/NotoNastaliq.ttc	Arabic
.Noto Nastaliq Urdu UI Bold	/System/Library/Fonts/NotoNastaliq.ttc	Arabic
.PingFang HK Bold	/System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc	
.PingFang HK Heavy	/System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc	
.PingFang HK Light	/System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc	
.PingFang HK Medium	/System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc	
.PingFang HK Regular	/System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc	
